code,city,name,country
ndz,nordholz-spieka,cuxhaven,germany
nea,glynco,nas,"usa, ga"
nec,necochea,necochea,argentina
nef,neftekamsk,neftekamsk,russia
neg,negril,negril,jamaica
nej,nejjo,nejjo,ethiopia
nek,nekemt,nekemt,ethiopia
nel,lakehurst,naec,"usa, nj"
nen,whitehouse,olf usn,"usa, fl"
ner,neryungri,neryungri,russia
nes,new york,east 34th st landing,"usa, ny"
net,new bight,new bight,bahamas
neu,sam neua,sam neua,lao pdr
nev,nevis,newcastle,st. kitts and nevis
new,new orleans,lakefront,"usa, la"
nfb,mt clemens,detroit naf,"usa, mi"
nfg,nefteyugansk,nefteyugansk,russia
nfl,fallon,nas,"usa, nv"
nfo,niuafo'ou,mata'aho,tonga
nfr,nafoora,nafoora,libya
nga,young,young,australia
ngb,ningbo,ningbo,pr china
ngc,grand canyon,north rim,"usa, az"
ngd,anegada,anegada,british virgin islands
nge,ngaoundere,ngaoundere,cameroon
ngi,ngau island,ngau island,fiji
ngl,ngala,ngala airfield,south africa
ngm,guam,agana nas,guam
ngn,nargana,nargana,panama
ngo,nagoya,komaki afb,japan
ngp,corpus christi,nas,"usa, tx"
ngr,ningerum,ningerum,papua new guinea
ngs,nagasaki,nagasaki,japan
ngu,norfolk,nas chambers,"usa, va"
ngv,ngiva,ngiva,angola
ngw,corpus christi,cabaniss field,"usa, tx"
ngx,manang,manang,nepal
ngz,alameda,nas,"usa, ca"
nha,nha trang,nha trang,viet nam
nhd,minhad ab,military airport,united arab emirates
nhf,new halfa,new halfa,sudan
nhk,patuxent river,nas,"usa, md"
nhs,nushki,nushki,pakistan
nht,northolt,northolt,united kingdom
nhv,nuku hiva,nuku hiva,french polynesia
nhx,foley,barin olf osn,"usa, al"
nhz,brunswick,nas,"usa, me"
nia,nimba,nimba,liberia
nib,nikolai,nikolai,"usa, ak"
nic,nicosia,nicosia,cyprus
nie,niblack,niblack,"usa, ak"
nif,nifty,nifty,australia
nig,nikunau,nikunau,kiribati
nik,niokolo koba,niokolo koba,senegal
nim,niamey,niamey,niger
nin,ninilchik,ninilchik,"usa, ak"
nio,nioki,nioki,congo (drc)
nip,jacksonville,jacksonville nas,"usa, fl"
nir,beeville,chase field nas,"usa, tx"
nis,simberi island,simberi,papua new guinea
nit,niort,niort,france
nix,nioro,nioro,mali
nja,atsugi,nas,japan
njc,nizhnevartovsk,nizhnevartovsk,russia
njf,najaf,najaf,iraq
njk,el centro,naf,"usa, ca"
njk2,imperial,naf,"usa, ca"
nka,nkan,nkan,gabon
nkb,noonkanbah,noonkanbah,australia
nkc,nouakchott,nouakchott,mauritania
nkd,sinak,sinak,indonesia
nkg,nanking/nanjing,nanking/nanjing,pr china
nki,naukiti,naukiti,"usa, ak"
nkl,nkolo,nkolo,congo (drc)
nkn,nankina,nankina,papua new guinea
nks,nkongsamba,nkongsamba,cameroon
nku,nkaus,nkaus,lesotho
nkv,nichen cove,nichen cove,"usa, ak"
nkx,san diego,miramar nas,"usa, ca"
nky,nkayi,nkayi,congo (roc)
nla,ndola,ndola,zambia
nlc,lemoore,nas/reeves field,"usa, ca"
nld,nuevo laredo,international quetzalcoatl,mexico
nle,niles,jerry tyler memorial,"usa, mi"
nlf,darnley island,darnley island,australia
nlg,nelson lagoon,nelson lagoon,"usa, ak"
nlk,norfolk island,norfolk island,norfolk island
nll,nullagine,nullagine,australia
nlo,kinshasa,n'dolo,congo (drc)
nlp,nelspruit,nelspruit,south africa
nls,nicholson,nicholson,australia
nlu,mexico city,santa lucia,mexico
nlv,nikolaev,nikolaev,ukraine
nma,namangan,namangan,uzbekistan
nmb,daman,daman,india
nmc,norman's cay,norman's cay,bahamas
nme,nightmute,nightmute,"usa, ak"
nmg,san miguel,san miguel,panama
nmn,nomane,nomane,papua new guinea
nmp,new moon,new moon,australia
nmr,nappa merry,nappa merry,australia
nms,namsang,namsang,myanmar
nmt,namtu,namtu,myanmar
nmu,namu,namu,marshall islands
nna,kenitra,naf,morocco
nnb,santa ana,santa ana,solomon islands
nnd,nangade,nangade,mozambique
nng,nanning,nanning,pr china
nni,namutoni,namutoni,namibia
nnk,naknek,naknek,"usa, ak"
nnl,nondalton,nondalton,"usa, ak"
nnm,naryan-mar,naryan-mar,russia
nnr,spiddal,connemara,ireland
nnt,nan,nan,thailand
nnu,nanuque,nanuque,brazil
nnx,nunukan,nunukan,indonesia
nny,nanyang,nanyang,pr china
noa,nowra,nowra,australia
nob,nosara beach,nosara beach,costa rica
noc,knock,knock international,ireland
nod,norden,norden,germany
noe,norddeich,norddeich,germany
nog,nogales,nogales,mexico
noh,chicago,chicago nas,"usa, il"
noi,novorossijsk,novorossijsk,russia
noj,nojabrxsk,nojabrxsk,russia
nok,nova xavantina,nova xavantina,brazil
nol,nakolik river,nakolik river,"usa, ak"
nom,nomad river,nomad river,papua new guinea
non,nonouti,nonouti,kiribati
noo,naoro,naoro,papua new guinea
nop,mactan island,nab,philippines
nor,nordfjordur,nordfjordur,iceland
nos,nossi-be,fascene,madagascar
not,novato,novato,"usa, ca"
nou,noumea,tontouta,new caledonia
nov,huambo,huambo,angola
noz,novokuznetsk,novokuznetsk,russia
npa,pensacola,pensacola nas,"usa, fl"
npe,napier-hastings,hawkes bay,new zealand
npg,nipa,nipa,papua new guinea
nph,nephi,nephi,"usa, ut"
npl,new plymouth,new plymouth,new zealand
npo,nangapinoh,nangapinoh,indonesia
npp,napperby,napperby,australia
npt,newport,state,"usa, ri"
npu,san pedro uraba,san pedro uraba,colombia
nqa,memphis,nas,"usa, tn"
nqi,kingsville,nas,"usa, tx"
nql,niquelandia,niquelandia,brazil
nqn,neuquen,neuquen,argentina
nqt,nottingham,nottingham airport,united kingdom
nqu,nuqui,nuqui,colombia
nqx,key west,nas,"usa, fl"
nqy,newquay,st mawgan,united kingdom
nra,narrandera,narrandera,australia
nrb,mayport,ns,"usa, fl"
nrc,crows landing,aux field,"usa, ca"
nrd,norderney,norderney,germany
nre,namrole,namrole,indonesia
nrg,narrogin,narrogin,australia
nri,shangri-la,shangri-la,"usa, ok"
nrk,norrkoping,kungsangen,sweden
nrl,north ronaldsay,north ronaldsay,united kingdom
nrm,nara,nara,mali
nrq,n'riquinha,n'riquinha,angola
nrr,roosevelt roads,roosevelt nas,puerto rico
nrs,imperial beach,nas,"usa, ca"
nrt,tokyo,narita,japan
nrv,guam,uscg shore st,guam
nry,newry,newry,australia
nsa,noosa,noosa,australia
nsb,bimini,north spb,bahamas
nse,milton,whiting field nas,"usa, fl"
nsf,camp springs,andrews naf,"usa, md"
nsh,now shahr,now shahr,iran
nsi,yaounde,nsimalen,cameroon
nsk,noril'sk,noril'sk,russia
nsm,norseman,norseman,australia
nsn,nelson,nelson,new zealand
nso,scone,scone,australia
nsp,sangley point,naf,philippines
nst,nakhon si thammarat,nakhon si thammarat,thailand
nsv,noosaville,noosaville,australia
nsx,n. sound/virgin gorda,hovercraft/launch pt,british virgin islands
nsy,sigonella,sigonella naf,italy
nta,natadola,natadola,fiji
ntb,notodden,notodden,norway
ntc,santa carolina,santa carolina,mozambique
ntd,port hueneme,point mugu nas,"usa, ca"
nte,nantes,nantes atlantique,france
ntg,nantong,nantong,pr china
nti,bintuni,bintuni,indonesia
ntj,manti,manti-ephraim,"usa, ut"
ntl,newcastle,williamtown,australia
ntm,miracema do norte,miracema do norte,brazil
ntn,normanton,normanton,australia
nto,santo antao,santo antao,cape verde
ntr,monterrey,aeropuerto del norte,mexico
ntt,niuatoputapu,kuini lavenia,tonga
ntu,oceana,nas,"usa, va"
ntx,natuna ranai,natuna ranai,indonesia
nty,sun city,pilansberg,south africa
nub,numbulwar,numbulwar,australia
nud,en nahud,en nahud,sudan
nue,nuremberg,nuremberg airport,
nug,nuguria,nuguria,papua new guinea
nuh,nunchia,nunchia,colombia
nui,nuiqsut,nuiqsut,"usa, ak"
nuk,nukutavake,nukutavake,french polynesia
nul,nulato,nulato,"usa, ak"
nun,pensacola,saufley nas,"usa, fl"
nup,nunapitchuk,nunapitchuk,"usa, ak"
nuq,mountain view,moffett field,"usa, ca"
nur,nullarbor,nullarbor,australia
nus,norsup,norsup,vanuatu
nut,nutuve,nutuve,papua new guinea
nuu,nakuru,nakuru,kenya
nuw,whidbey island,ault field,"usa, wa"
nux,novy urengoy,novy urengoy,russia
nva,neiva,la marguita,colombia
nvd,nevada,nevada,"usa, mo"
nvg,nueva guinea,nueva guinea,nicaragua
nvk,narvik,framnes,norway
nvp,novo aripuana,novo aripuana,brazil
nvr,novgorod,novgorod,russia
nvs,nevers,nevers,france
nvt,navegantes,navegantes,brazil
nvy,neyveli,neyveli,india
nwa,moheli,moheli,comoros
nwh,newport,parlin field,"usa, nh"
nwi,norwich,norwich airport,united kingdom
nwp,argentia,great circle airport ns,canada
nws,new york,pier 11/wall st. spb,"usa, ny"
nwt,nowata,nowata,papua new guinea
nwu,hamilton,bermuda nas,bermuda
nxx,willow grove,willow grove nas,"usa, pa"
nyc,new york,metropolitan area,"usa, ny"
nye,nyeri,nyeri,kenya
nyg,quantico,quantanico nas,"usa, va"
nyi,sunyani,sunyani,ghana
nyk,nanyuki,nanyuki,kenya
nym,nadym,nadym,russia
nyn,nyngan,nyngan,australia
nyo,stockholm,skavsta,sweden
nyu,nyaung-u,nyaungu,myanmar
nza,nzagi,nzagi,angola
nzc,jacksonville,cecil field nas,"usa, fl"
nze,nzerekore,nzerekore,guinea
nzo,nzoia,nzoia,kenya
nzw,south weymouth,south weymouth,"usa, ma"
nzy,san diego,north island nas,"usa, ca"
oag,orange,springhill,australia
oaj,jacksonville,albert j ellis,"usa, nc"
oak,oakland,metropolitan oak international,"usa, ca"
oal,cacoal,cacoal,brazil
oam,oamaru,oamaru,new zealand
oan,olanchito,olanchito,honduras
oar,carmel,fritzsche aaf,"usa, ca"
oar2,monterey,fritzsche aaf,"usa, ca"
oax,oaxaca,xoxocotlan,mexico
oba,oban,oban,australia
obc,obock,obock,djibouti
obd,obano,obano,indonesia
obe,okeechobee,county,"usa, fl"
obf,oberpfaffenhofen,oberpfaffenhofen,germany
obi,obidos,obidos,brazil
obk,northbrook,sky harbor,"usa, il"
obl,zoersel,zoersel,belgium
obm,morobe,morobe,papua new guinea
obn,oban,connel,united kingdom
obo,obihiro,obihiro,japan
obs,aubenas,vals-lanas,france
obt,oakland,oakland/coliseum stat,"usa, md"
obu,kobuk,kobuk/wien,"usa, ak"
obx,obo,obo,papua new guinea
oby,ittoqqortoormiit,ittoqqortoormiit,greenland
oca,ocean reef,ocean reef,"usa, fl"
occ,coca,coca,ecuador
oce,ocean city,municipal,"usa, md"
ocf,ocala,taylor field,"usa, fl"
och,nacogdoches,lufkin nacogdoches,"usa, tx"
oci,oceanic,oceanic,"usa, ak"
ocj,ocho rios,boscobel,jamaica
ocn,oceanside,municipal,"usa, ca"
ocv,ocana,aguasclaras,colombia
ocw,washington,warren field,"usa, nc"
oda,ouadda,ouadda,central african republic
odb,cordoba,cordoba,spain
odd,oodnadatta,oodnadatta,australia
ode,odense,beldringe,denmark
odh,odiham,raf station,united kingdom
odj,ouanda djalle,ouanda djalle,central african republic
odl,cordillo downs,cordillo downs,australia
odn,long seridan,long seridan,malaysia
odr,ord river,ord river,australia
ods,odessa,central,ukraine
odw,oak harbor,oak harbor,"usa, wa"
ody,oudomxay,oudomxay,lao pdr
oea,vincennes,oneal,"usa, in"
oec,ocussi,ocussi,indonesia
oel,orel,orel,russia
oem,paloemeu,vincent fayks,suriname
oeo,osceola,municipal,"usa, wi"
oer,ornskoldsvik,ornskoldsvik,sweden
oes,san antonio oeste,san antonio oeste,argentina
ofi,ouango fitini,ouango fitini,cote d'ivoire
ofj,olafsfjordur,olafsfjordur,iceland
ofk,norfolk,stefan field,"usa, ne"
ofu,ofu,ofu,american samoa
oga,ogallala,searle field,"usa, ne"
ogb,orangeburg,municipal,"usa, sc"
ogd,ogden,municipal,"usa, ut"
oge,ogeranang,ogeranang,papua new guinea
ogg,kahului,kahului,"usa, hi"
ogl,ogle,ogle,guyana
ogn,yonaguni jima,yonaguni jima,japan
ogo,abengourou,abengourou,cote d'ivoire
ogr,bongor,bongor,chad
ogs,ogdensburg,ogdensburg,"usa, ny"
ogv,ongava game reserve,ongava game reserve,namibia
ogx,ouargla,ain beida,algeria
ogz,vladikavkaz,vladikavkaz,russia
oha,ohakea,royal air force base,new zealand
ohc,northeast cape,afs,"usa, ak"
ohd,ohrid,ohrid,macedonia
ohi,oshakati,oshakati,namibia
oho,okhotsk,okhotsk,russia
ohp,oban,heliport,united kingdom
ohr,wyk auf foehr,wyk auf foehr,germany
oht,kohat,kohat,pakistan
oia,ourilandia,ourilandia,brazil
oic,norwich,eaton,"usa, ny"
oil,oil city,splane memorial,"usa, pa"
oim,oshima,oshima,japan
oir,okushiri,okushiri,japan
oit,oita,oita,japan
ojc,kansas city,johnson executive,"usa, mo"
oka,okinawa,naha,japan
okb,orchid beach,fraser island,australia
okc,oklahoma city,will rogers world,"usa, ok"
okd,sapporo,okadama,japan
oke,okino erabu,okino erabu,japan
okf,okaukuejo,okaukuejo,namibia
okg,okoyo,okoyo,congo (roc)
okh,oakham,cottesmor raf,united kingdom
oki,oki island,oki island,japan
okj,okayama,okayama,japan
okk,kokomo,kokomo,"usa, in"
okl,oksibil,oksibil,indonesia
okm,okmulgee,okmulgee,"usa, ok"
okn,okondja,okondja,gabon
oko,tokyo,yokota afb,japan
okp,oksapmin,oksapmin,papua new guinea
okq,okaba,okaba,indonesia
okr,yorke island,yorke island,australia
oks,oshkosh,oshkosh,"usa, ne"
okt,oktiabrskij,oktiabrskij,russia
oku,mokuti lodge,mokuti lodge,namibia
okv,okao,okao,papua new guinea
oky,oakey,oakey,australia
ola,orland,orland,norway
olb,olbia,costa smeralda,italy
old,old town,old town,"usa, me"
ole,olean,municipal,"usa, ny"
olf,wolf point,international,"usa, mt"
olh,old harbor,old harbor airport and spb,"usa, ak"
oli,olafsvik,rif,iceland
olj,olpoi,olpoi,vanuatu
olm,olympia,olympia,"usa, wa"
oln,colonia sarmiento,colonia sarmiento,argentina
olo,olomouc,olomouc,czech republic
olp,olympic dam,olympic dam,australia
olq,olsobip,olsobip,papua new guinea
ols,nogales,international,"usa, az"
olu,columbus,columbus,"usa, ne"
olv,olive branch,olive branch airport,"usa, ms"
oly,olney,olney-noble,"usa, il"
oma,omaha,eppley airfield,"usa, ne"
omb,omboue,omboue,gabon
omc,ormoc,ormoc,philippines
omd,oranjemund,oranjemund,namibia
ome,nome,nome,"usa, ak"
omf,mafraq,king hussein,jordan
omg,omega,omega,namibia
omh,urmieh,urmieh,iran
omj,omura,omura,japan
omk,omak,municipal,"usa, wa"
oml,omkalai,omkalai,papua new guinea
omm,marmul,marmul,oman
omn,osmanabad,osmanabad,india
omo,mostar,mostar,bosnia and herzegovina
omr,oradea,oradea,romania
oms,omsk,omsk,russia
omy,oddor meanche,oddor meanche,cambodia
ona,winona,municipal,"usa, mn"
onb,ononge,ononge,papua new guinea
ond,ondangwa,ondangwa,namibia
one,onepusu,onepusu,solomon islands
ong,mornington,mornington,australia
onh,oneonta,municipal,"usa, ny"
oni,moanamani,moanamani,indonesia
onj,odate noshiro,odate noshiro,japan
onl,oneill,municipal,"usa, ne"
onm,socorro,socorro,"usa, nm"
onn,onion bay,onion bay lodge spb,"usa, ak"
ono,ontario,ontario,"usa, or"
onp,newport,newport,"usa, or"
onq,zonguldak,zonguldak,turkey
onr,monkira,monkira,australia
ons,onslow,onslow,australia
ont,ontario,international,"usa, ca"
onu,ono i lau,ono i lau,fiji
onx,colon,colon,panama
ony,olney,olney,"usa, tx"
ooa,oskaloosa,municipal,"usa, ia"
ook,toksook bay,toksook bay,"usa, ak"
ool,gold coast,coolangatta,australia
oom,cooma,cooma,australia
oor,mooraberree,mooraberree,australia
oot,onotoa,onotoa,kiribati
opa,kopasker,kopasker,iceland
opb,open bay,open bay,papua new guinea
opf,miami,opa locka,"usa, fl"
opi,oenpelli,oenpelli,australia
opl,opelousas,st landry parish,"usa, la"
opo,porto,porto,portugal
ops,sinop,sinop,brazil
opu,balimo,balimo,papua new guinea
opw,opuwa,opuwa,namibia
ora,oran,oran,argentina
orb,orebro,orebro-bofors,sweden
orc,orocue,orocue,colombia
ord,chicago,o'hare international,"usa, il"
ore,orleans,orleans,france
orf,norfolk,international,"usa, va"
org,paramaribo,zorg en hoop,suriname
orh,worcester,worcester,"usa, ma"
ori,port lions,port lions spb,"usa, ak"
orj,orinduik,orinduik,guyana
ork,cork,cork,ireland
orl,orlando,herndon,"usa, fl"
orm,northampton,northampton,united kingdom
orn,oran,es senia,algeria
oro,yoro,yoro,honduras
orp,orapa,orapa,botswana
orq,norwalk,heliport,"usa, ct"
orr,yorketown,yorketown,australia
ors,orpheus island resort,waterport,australia
ort,northway,northway airport,"usa, ak"
oru,oruro,oruro,bolivia
orv,noorvik,curtis memorial,"usa, ak"
orw,ormara,ormara,pakistan
orx,oriximina,oriximina,brazil
ory,paris,orly,france
orz,orange walk,orange walk,belize
osa,osaka,metropolitan area,japan
osb,osage beach,osage beach,"usa, mo"
osc,oscoda,wurtsmith afb,"usa, mi"
osd,ostersund,froesoe,sweden
ose,omora,omora,papua new guinea
osg,ossima,ossima,papua new guinea
osh,oshkosh,wittman field,"usa, wi"
osi,osijek,osijek,croatia
osk,oskarshamn,oskarshamn,sweden
osl,oslo,oslo airport,norway
osm,mosul,mosul,iraq
osn,osan,ab,south korea
osp,slupsk,redzikowo,poland
osr,ostrava,mosnov,czech republic
oss,osh,osh,kyrgyzstan
ost,ostend,ostend,belgium
osu,columbus,ohio state university,"usa, oh"
osw,orsk,orsk,russia
osx,kosciusko,attala county,"usa, ms"
osy,namsos,namsos,norway
osz,koszalin,koszalin,poland
ota,mota,mota,ethiopia
otc,bol,bol,chad
otd,contadora,contadora,panama
otg,worthington,worthington,"usa, mn"
oth,north bend,north bend,"usa, or"
oti,morotai island,morotai island,indonesia
otj,otjiwarongo,otjiwarongo,namibia
otl,boutilimit,boutilimit,mauritania
otm,ottumwa,industrial,"usa, ia"
otn,oaktown,green,"usa, in"
oto,otto,vor,"usa, nm"
otp,bucharest,otopeni international,romania
otr,coto 47,coto 47,costa rica
ots,anacortes,anacortes,"usa, wa"
otu,otu,otu,colombia
otv,ontong java,ontong java,solomon islands
oty,oria,oria,papua new guinea
otz,kotzebue,kotzebue,"usa, ak"
oua,ouagadougou,ouagadougou,burkina faso
oud,oujda,les angades,morocco
oue,ouesso,ouesso,congo (roc)
oug,ouahigouya,ouahigouya,burkina faso
ouh,oudtshoorn,oudtshoorn,south africa
oui,ban houei,ban houei,lao pdr
ouk,outer skerries,outer skerries,united kingdom
oul,oulu,oulu,finland
oum,oum hadjer,oum hadjer,chad
oun,norman,max westheimer,"usa, ok"
our,batouri,batouri,cameroon
ous,ourinhos,ourinhos,brazil
out,bousso,bousso,chad
ouu,ouanga,ouanga,gabon
ouz,zouerate,zouerate,mauritania
ova,bekily,bekily,madagascar
ovb,novosibirsk,tolmachevo,russia
ovd,asturias,oviedo,spain
ove,oroville,oroville,"usa, ca"
ovl,ovalle,ovalle,chile
ovr,olavarria,olavarria,argentina
owa,owatonna,owatonna,"usa, mn"
owb,owensboro,daviess county,"usa, ky"
owd,norwood,memorial,"usa, ma"
owe,owendo,owendo,gabon
owk,norridgewock,central maine,"usa, me"
oxb,bissau,osvaldo vieira,guinea-bissau
oxc,oxford,waterbury-oxford,"usa, ct"
oxd,oxford,miami university,"usa, oh"
oxf,oxford,kidlington,united kingdom
oxo,orientos,orientos,australia
oxr,ventura,oxnard/ventura airport,"usa, ca"
oxy,morney,morney,australia
oya,goya,goya,argentina
oye,oyem,oyem,gabon
oyg,moyo,moyo,uganda
oyk,oiapoque,oiapoque,brazil
oyl,moyale,moyale,kenya
oyn,ouyen,ouyen,australia
oyo,tres arroyos,tres arroyos,argentina
oyp,st georges de loyapock,st-georges de loyapock,french guiana
oys,yosemite ntl park,yosemite ntl park,"usa, ca"
oza,ozona,ozona,"usa, tx"
ozc,ozamis city,labo,philippines
ozh,zaporozhye,zaporozhye,ukraine
ozp,mor?n,mor?n air base,spain
ozr,ozark,cairns aaf,"usa, al"
ozz,ouarzazate,ouarzazate,morocco
paa,pa-an,pa-an,myanmar
pab,bilaspur,bilaspur,india
pac,panama city,paitilla,panama
pad,paderborn,paderborn,germany
pae,everett,snohomish county,"usa, wa"
paf,pakuba,pakuba,uganda
pag,pagadian,pagadian,philippines
pah,paducah,barkley regional,"usa, ky"
pai,pailin,pailin,cambodia
paj,para chinar,para chinar,pakistan
pak,hanapepe,port allen,"usa, hi"
pal,palanquero,palanquero,colombia
pam,panama city,tyndall afb,"usa, fl"
pan,pattani,pattani,thailand
pao,palo alto,palo alto,"usa, ca"
pap,port au prince,mais gate,haiti
paq,palmer,municipal,"usa, ak"
par,paris,metropolitan area,france
pas,paros,paros,greece
pat,patna,patna,india
pau,pauk,pauk,myanmar
pav,paulo afonso,paulo afonso,brazil
paw,pambwa,pambwa,papua new guinea
pax,port de paix,port de paix,haiti
pay,pamol,pamol,malaysia
paz,poza rica,tajin,mexico
pba,barrow,point barrow,"usa, ak"
pbb,paranaiba,paranaiba,brazil
pbc,puebla,huejotsingo,mexico
pbd,porbandar,porbandar,india
pbe,puerto berrio,puerto berrio,colombia
pbf,pine bluff,grider field,"usa, ar"
pbg,plattsburgh,afb,"usa, ny"
pbh,paro,paro,bhutan
pbi,west palm beach,international,"usa, fl"
pbj,paama,paama,vanuatu
pbk,pack creek,pack creek,"usa, ak"
pbl,puerto cabello,puerto cabello,venezuela
pbm,paramaribo,zanderij international,suriname
pbn,porto amboim,porto amboim,angola
pbo,paraburdoo,paraburdoo,australia
pbp,punta islita,punta islita,costa rica
pbq,pimenta bueno,pimenta bueno,brazil
pbr,puerto barrios,puerto barrios,guatemala
pbs,patong beach,patong beach,thailand
pbu,putao,putao,myanmar
pbv,porto dos gauchos,porto dos gauchos,brazil
pbw,palibelo,palibelo,indonesia
pbx,porto alegre do norte,porto alegre do norte,brazil
pbz,plettenberg bay,plettenberg bay,south africa
pca,portage creek,portage creek,"usa, ak"
pcb,pondok cabe,pondok cabe,indonesia
pcc,puerto rico,puerto rico,colombia
pcd,prairie du chien,municipal,"usa, wi"
pce,painter creek,painter creek,"usa, ak"
